gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0.0,1,0,0.6805555555555556,1,2,0,2,0,0,0,0,0,1,1,2,0.3691542288557214,2282,0
0,1.0,0,0,0.625,1,2,1,0,0,2,0,2,2,1,1,0,0.8348258706467663,4005,0
0,0.0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,1,2,0.5258706467661691,451,0
1,1.0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,0,0,1,2,0.5616915422885572,5723,1
1,0.0,1,0,0.9444444444444444,0,1,0,2,0,2,0,2,2,2,1,0,0.3567164179104478,3252,0
1,0.0,0,0,0.75,1,0,2,1,1,1,1,1,1,2,0,1,0.013930348258706454,18,0
0,1.0,1,1,0.3194444444444444,1,0,1,0,2,2,0,0,2,0,1,0,0.6985074626865672,1753,0
1,0.0,0,0,0.2361111111111111,1,0,1,0,0,2,0,0,0,0,1,2,0.5810945273631841,576,1
1,0.0,1,0,0.9861111111111112,1,2,0,2,2,2,2,0,2,2,0,1,0.618407960199005,4725,0
0,0.0,1,1,0.9305555555555556,1,0,2,1,1,1,1,1,1,2,1,0,0.009950248756218905,671,0
0,0.0,1,1,0.19444444444444445,1,2,1,0,0,0,0,2,0,0,1,2,0.6621890547263681,373,0
0,1.0,0,0,0.013888888888888888,0,1,0,0,0,0,0,0,0,0,1,3,0.07512437810945274,2158,1
0,0.0,0,1,0.875,1,0,2,1,1,1,1,1,1,2,0,1,0.012437810945273632,391,0
0,0.0,0,0,0.5694444444444444,1,2,0,0,0,2,2,0,2,1,1,2,0.5009950248756219,2482,0
0,0.0,1,0,0.2361111111111111,1,2,1,0,0,0,0,2,2,0,0,2,0.7398009950248756,1028,0
1,0.0,1,0,0.7777777777777778,1,2,1,2,0,0,0,2,2,1,1,2,0.8189054726368159,4580,0
0,0.0,0,0,0.06944444444444445,1,0,2,1,1,1,1,1,1,0,0,1,0.02288557213930349,6466,0
0,0.0,0,0,0.027777777777777776,0,1,0,2,2,0,0,0,2,0,1,2,0.24228855721393036,5623,1
0,0.0,1,0,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,1,3,0.013432835820895536,4561,0
1,0.0,0,0,0.5138888888888888,1,2,0,2,2,2,2,0,0,1,0,2,0.48955223880597015,2095,0
0,0.0,0,0,0.4027777777777778,1,0,0,2,2,2,0,0,2,0,1,0,0.5034825870646765,1574,1
1,0.0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,3,0.25174129353233826,2906,0
0,0.0,0,0,0.875,1,2,1,0,2,2,2,2,2,0,1,1,0.9114427860696517,5522,0
0,0.0,1,1,0.09722222222222222,1,0,2,1,1,1,1,1,1,0,0,3,0.02388059701492536,1031,0
0,0.0,0,0,0.041666666666666664,1,0,1,0,2,0,0,2,2,0,0,2,0.7676616915422886,2530,0
1,0.0,1,1,1.0,1,0,2,1,1,1,1,1,1,2,0,0,0.02736318407960199,890,0
0,0.0,0,0,0.2638888888888889,1,0,0,0,0,0,0,0,2,0,1,2,0.3776119402985075,186,0
0,0.0,1,0,0.8194444444444444,1,0,2,1,1,1,1,1,1,2,0,0,0.0014925373134328217,110,0
1,0.0,1,1,0.027777777777777776,1,0,1,0,0,2,2,0,2,0,0,1,0.7139303482587065,1494,1
0,0.0,1,1,0.4861111111111111,1,2,2,1,1,1,1,1,1,0,1,2,0.07462686567164178,6286,0
1,0.0,0,0,0.19444444444444445,1,0,2,1,1,1,1,1,1,0,0,1,0.013432835820895536,2595,0
0,0.0,0,0,0.19444444444444445,1,0,1,0,0,2,0,0,0,0,0,2,0.5681592039800994,56,1
0,0.0,1,1,0.9583333333333334,1,0,2,1,1,1,1,1,1,2,0,1,0.01542288557213931,805,0
1,1.0,1,0,0.09722222222222222,1,2,0,2,2,0,2,0,0,0,0,2,0.45721393034825875,4020,0
1,0.0,1,1,0.9583333333333334,1,0,0,2,2,2,2,2,0,2,1,0,0.572139303482587,4482,0
0,0.0,1,1,1.0,1,2,0,0,2,0,2,2,2,2,1,2,0.6039800995024875,4732,0
1,0.0,0,0,0.1111111111111111,1,2,1,0,2,0,0,2,2,0,0,2,0.8218905472636815,6095,1
0,0.0,1,1,0.05555555555555555,1,0,0,2,0,0,0,0,0,0,0,2,0.3189054726368159,1785,0
1,0.0,1,1,0.875,1,0,1,0,2,2,0,0,0,0,1,1,0.617412935323383,4135,0
1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,2,0,0,0.01592039800995026,803,0
0,0.0,0,0,0.6388888888888888,1,0,2,1,1,1,1,1,1,2,1,2,0.028358208955223896,6411,0
0,0.0,1,0,0.06944444444444445,1,0,1,0,0,0,0,0,0,0,0,2,0.5144278606965175,2865,1
1,0.0,1,0,0.4166666666666667,1,0,0,0,0,2,0,0,0,0,1,3,0.31592039800995025,874,0
1,0.0,0,0,0.875,1,2,1,0,2,2,0,2,2,2,1,0,0.8606965174129353,5227,0
0,0.0,0,0,0.8333333333333334,1,0,2,1,1,1,1,1,1,2,0,0,0.01592039800995026,244,0
0,0.0,1,0,0.875,1,2,1,0,2,2,0,2,2,1,1,2,0.8880597014925373,5422,1
1,0.0,1,1,0.3472222222222222,1,0,1,0,0,0,2,2,0,0,0,2,0.673134328358209,1821,0
1,0.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.2746268656716418,3825,1
1,1.0,1,0,0.08333333333333333,1,2,1,0,0,2,0,0,0,0,1,2,0.6223880597014925,3889,0
1,0.0,0,0,0.3055555555555556,1,2,2,1,1,1,1,1,1,2,0,3,0.06965174129353234,4681,0
0,0.0,1,1,0.4305555555555556,1,2,0,0,2,0,2,2,2,2,0,0,0.6199004975124378,2123,0
0,0.0,1,1,0.5416666666666666,1,0,1,0,0,2,2,0,0,0,1,0,0.6293532338308457,2703,0
1,0.0,0,0,0.3611111111111111,1,0,2,1,1,1,1,1,1,0,0,3,0.026368159203980085,4343,0
0,0.0,1,0,0.7361111111111112,1,0,1,2,2,2,0,2,2,1,1,0,0.8741293532338308,4762,1
0,0.0,0,0,0.013888888888888888,1,0,1,0,2,0,2,2,0,0,0,2,0.7308457711442786,6347,1
1,0.0,0,0,0.16666666666666666,1,2,0,2,2,0,2,0,0,0,1,2,0.48756218905472637,6147,0
0,0.0,0,0,0.2222222222222222,1,2,1,0,2,2,0,0,2,0,1,1,0.7696517412935323,996,1
0,0.0,0,0,0.027777777777777776,1,0,2,1,1,1,1,1,1,0,0,3,0.020895522388059716,3816,0
1,0.0,0,1,0.5416666666666666,0,1,0,2,0,0,2,2,0,1,0,0,0.26666666666666666,1330,0
1,0.0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,0,0,1,2,0.564179104477612,5725,1
0,0.0,1,1,0.09722222222222222,0,1,0,2,0,0,2,0,0,0,0,3,0.16318407960199002,2110,0
1,1.0,0,0,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,0,2,0.5084577114427861,2260,0
1,1.0,0,0,0.1388888888888889,1,2,1,0,0,0,0,2,2,0,1,2,0.7671641791044775,6318,1
0,0.0,0,0,0.7638888888888888,1,0,1,0,2,2,0,0,0,0,1,2,0.6298507462686567,3835,0
1,0.0,1,1,1.0,1,0,0,0,2,2,0,2,2,2,1,0,0.5686567164179105,4548,0
0,0.0,1,0,0.1388888888888889,1,0,0,0,0,2,0,2,2,0,1,1,0.49303482587064673,5223,0
1,1.0,0,0,0.1527777777777778,1,2,1,0,2,2,2,2,2,0,1,2,0.9268656716417911,341,0
0,0.0,1,1,0.20833333333333334,1,0,0,0,0,0,0,0,0,0,0,2,0.2791044776119403,5151,0
0,0.0,1,1,0.3194444444444444,1,0,2,1,1,1,1,1,1,2,0,0,0.021393034825870634,4042,0
1,0.0,0,1,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.017910447761194038,1607,0
0,1.0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,2,0.26616915422885573,496,1
1,0.0,1,1,0.6527777777777778,1,0,1,2,2,2,0,0,2,1,1,2,0.7746268656716417,3730,0
0,0.0,0,1,0.20833333333333334,1,0,2,1,1,1,1,1,1,1,0,3,0.013930348258706454,2349,0
1,0.0,0,0,0.9166666666666666,1,0,1,0,2,2,0,2,2,0,0,2,0.8084577114427861,5324,1
0,1.0,1,0,0.9444444444444444,1,0,0,0,2,2,2,0,0,1,1,0,0.4218905472636816,3400,0
0,0.0,1,1,0.2361111111111111,1,0,1,0,0,2,2,2,2,1,0,0,0.799502487562189,1203,1
0,0.0,0,0,0.09722222222222222,1,0,0,0,0,0,2,2,0,0,1,3,0.41044776119402987,3549,1
1,1.0,1,0,0.16666666666666666,1,0,1,0,0,0,0,0,2,0,1,2,0.618905472636816,6448,1
0,1.0,1,0,0.2916666666666667,1,2,0,0,2,2,0,0,2,1,0,0,0.5318407960199005,895,0
1,0.0,0,0,0.2916666666666667,0,1,0,0,2,0,2,0,0,0,1,3,0.17661691542288557,5916,0
0,0.0,1,1,0.7777777777777778,1,2,0,2,0,0,0,2,0,1,0,0,0.46716417910447766,3046,0
0,0.0,1,1,0.08333333333333333,1,2,0,0,0,0,0,0,0,0,1,1,0.3054726368159204,2375,0
0,1.0,0,0,0.9027777777777778,0,1,0,0,2,2,0,2,2,2,1,0,0.35074626865671643,3050,0
1,0.0,1,0,0.5833333333333334,1,2,0,2,0,0,2,2,2,1,0,1,0.618905472636816,2930,0
0,0.0,1,1,0.9444444444444444,1,2,1,2,0,2,2,2,2,2,1,0,0.9034825870646765,5780,0
1,0.0,1,1,0.6666666666666666,1,2,2,1,1,1,1,1,1,2,0,0,0.0800995024875622,448,0
0,1.0,0,0,0.6944444444444444,1,2,1,0,2,0,2,2,2,1,1,2,0.881094527363184,4463,0
0,1.0,0,0,0.09722222222222222,1,0,0,0,2,2,0,2,0,0,1,2,0.4646766169154229,4181,0
0,0.0,1,1,0.875,1,0,2,1,1,1,1,1,1,2,0,2,0.01094527363184081,481,0
1,0.0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,0,0,1,0.028358208955223896,3296,0
0,0.0,1,1,0.5833333333333334,1,0,1,0,0,0,0,2,0,0,1,1,0.5940298507462687,2936,1
1,0.0,1,1,0.05555555555555555,1,0,2,1,1,1,1,1,1,0,0,3,0.005970149253731357,6171,0
0,0.0,0,1,0.8611111111111112,1,2,2,1,1,1,1,1,1,2,0,0,0.07711442786069651,1110,0
1,1.0,0,0,0.027777777777777776,1,0,1,0,2,0,0,0,0,0,1,2,0.5616915422885572,1128,1
0,0.0,1,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,1,2,0.5184079601990049,369,0
1,0.0,1,0,0.6666666666666666,1,2,1,2,2,2,0,2,0,2,1,0,0.782587064676617,3796,0
1,0.0,1,0,0.375,1,0,2,1,1,1,1,1,1,2,0,0,0.012935323383084583,4358,0
0,0.0,1,1,0.9722222222222222,1,0,0,0,2,2,2,2,2,2,1,0,0.618407960199005,4718,0
1,1.0,0,0,0.013888888888888888,1,2,1,0,0,2,0,2,0,0,1,2,0.7019900497512438,6283,1
1,0.0,1,0,0.6388888888888888,1,2,1,0,2,2,0,2,0,1,1,2,0.7601990049751244,3672,0
1,0.0,0,0,0.4166666666666667,1,0,1,0,0,0,0,2,2,0,1,2,0.7164179104477612,2395,1
0,0.0,0,0,0.20833333333333334,1,2,0,2,0,0,0,0,2,0,1,0,0.46169154228855724,6519,1
1,0.0,1,1,0.9583333333333334,1,2,1,0,2,2,0,2,0,1,0,1,0.7711442786069652,5215,0
1,0.0,0,0,0.9027777777777778,1,0,2,1,1,1,1,1,1,2,1,1,0.012935323383084583,402,0
1,1.0,1,1,1.0,1,0,1,2,0,2,2,2,2,2,1,1,0.854228855721393,5747,0
1,1.0,1,0,0.18055555555555555,1,0,1,0,2,0,2,0,2,0,1,0,0.7044776119402985,314,1
1,0.0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,1,3,0.01840796019900499,2417,0
1,0.0,1,0,0.7083333333333334,1,2,1,2,0,2,2,2,2,1,1,2,0.9283582089552238,4723,0
1,0.0,1,1,0.7083333333333334,1,0,0,2,2,0,2,0,0,2,0,1,0.42039800995024873,2713,0
0,0.0,1,0,1.0,1,2,0,2,2,2,2,2,2,2,1,0,0.7233830845771144,5194,0
1,0.0,1,1,0.9305555555555556,1,2,1,0,2,2,0,0,0,1,0,2,0.6880597014925374,4854,1
1,0.0,0,0,0.4722222222222222,1,0,2,1,1,1,1,1,1,0,0,3,0.014427860696517405,5347,0
1,0.0,1,0,0.9305555555555556,0,1,0,2,2,0,2,0,2,2,1,0,0.32537313432835824,3053,0
0,0.0,1,0,0.6805555555555556,1,0,2,1,1,1,1,1,1,1,1,0,0.017910447761194038,6376,0
1,0.0,1,1,0.7361111111111112,1,0,2,1,1,1,1,1,1,2,1,3,0.011442786069651727,213,0
1,0.0,0,0,0.375,1,2,0,0,0,2,2,0,0,0,0,2,0.40995024875621894,1073,0
0,1.0,0,0,0.3194444444444444,1,0,1,0,2,0,0,2,2,0,1,2,0.7611940298507462,1936,1
1,0.0,0,0,0.9583333333333334,1,2,0,2,2,2,2,0,2,2,1,1,0.6293532338308457,4607,0
0,0.0,1,1,0.027777777777777776,0,1,0,0,0,0,2,0,0,0,0,0,0.10746268656716419,3747,0
0,0.0,0,0,0.4861111111111111,1,2,1,0,0,0,0,2,0,0,1,2,0.6786069651741293,2633,1
0,0.0,1,0,0.6388888888888888,1,0,0,2,2,0,2,0,2,1,0,3,0.5208955223880597,2810,0
0,0.0,0,0,0.75,1,2,1,0,2,0,0,2,2,2,1,0,0.7855721393034826,4319,0
0,0.0,1,0,0.7777777777777778,1,2,1,0,2,0,0,2,2,1,1,2,0.7960199004975125,4573,1
0,0.0,1,0,0.125,1,0,1,0,0,2,0,0,0,0,1,0,0.572139303482587,5238,1
1,0.0,0,0,0.2777777777777778,1,2,0,2,0,0,2,0,0,0,0,0,0.4074626865671642,356,0
1,0.0,0,0,0.1527777777777778,1,0,1,0,2,0,0,0,0,0,1,3,0.5736318407960199,6257,0
0,1.0,1,0,0.4166666666666667,1,2,1,0,2,0,0,2,0,0,1,2,0.7144278606965174,2275,0
1,0.0,1,0,0.9444444444444444,1,0,0,2,2,2,0,0,2,2,0,0,0.5243781094527363,4011,0
1,1.0,1,0,0.5277777777777778,1,2,1,0,2,2,0,2,2,0,1,2,0.8393034825870647,3421,0
0,1.0,1,0,0.2361111111111111,1,2,1,2,0,2,0,0,0,0,1,0,0.6676616915422885,857,1
1,0.0,0,0,0.6666666666666666,1,2,1,0,2,2,0,2,2,1,1,1,0.8741293532338308,4294,1
0,0.0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,2,0.25422885572139303,3659,0
1,0.0,1,1,0.875,0,1,0,2,2,2,0,2,2,2,0,2,0.4054726368159204,3196,0
0,0.0,0,0,0.041666666666666664,1,0,0,0,0,2,0,2,2,1,1,2,0.5144278606965175,1825,0
0,0.0,0,0,0.6666666666666666,1,2,2,1,1,1,1,1,1,1,0,0,0.06069651741293534,262,0
1,0.0,0,0,0.9166666666666666,0,1,0,0,0,0,2,0,0,1,0,1,0.11144278606965173,1591,0
0,0.0,1,1,0.9444444444444444,1,2,1,0,2,2,0,0,0,2,1,1,0.6582089552238807,4746,0
1,1.0,0,0,0.2361111111111111,1,0,0,0,0,0,0,0,0,0,1,2,0.26666666666666666,5871,1
0,0.0,1,1,0.09722222222222222,1,0,2,1,1,1,1,1,1,1,0,3,0.02388059701492536,616,0
1,0.0,1,0,1.0,1,2,0,2,2,2,2,2,2,2,1,0,0.6850746268656716,5058,0
0,0.0,1,0,0.4027777777777778,1,0,2,1,1,1,1,1,1,0,0,3,0.01592039800995026,4728,0
1,0.0,1,0,0.5138888888888888,1,0,1,0,0,2,2,0,2,0,1,2,0.717412935323383,2962,0
0,0.0,0,0,0.4722222222222222,1,2,1,2,2,2,0,2,2,0,1,3,0.9109452736318407,3106,1
0,1.0,0,0,0.5833333333333334,1,2,1,0,0,0,0,2,0,0,1,2,0.6606965174129353,3068,1
0,0.0,1,1,0.8194444444444444,1,2,0,2,2,0,2,0,0,1,0,3,0.4701492537313433,3260,0
1,0.0,1,1,0.1527777777777778,1,0,1,0,0,0,0,2,0,0,1,0,0.6094527363184079,6264,1
1,1.0,1,1,0.8333333333333334,1,2,1,2,0,0,0,0,0,0,1,2,0.6238805970149254,4097,0
0,0.0,0,0,0.375,1,0,0,0,2,0,2,0,0,0,1,3,0.3771144278606965,807,0
0,0.0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,2,0,0,3,0.672139303482587,6214,1
1,1.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,2,0,0,1,2,0.6054726368159203,5962,1
1,0.0,1,0,0.2361111111111111,0,1,0,2,0,2,0,0,0,0,0,3,0.1606965174129353,4857,0
1,0.0,1,0,0.8055555555555556,1,0,2,1,1,1,1,1,1,2,0,3,0.024875621890547265,346,0
1,0.0,1,1,0.013888888888888888,1,0,2,1,1,1,1,1,1,1,0,3,0.005472636815920405,1342,0
0,0.0,1,1,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,3,0.25920398009950246,618,1
0,0.0,0,0,0.7361111111111112,1,2,1,2,2,2,0,0,0,0,0,2,0.7218905472636815,4176,0
1,0.0,0,0,0.4861111111111111,1,2,2,1,1,1,1,1,1,0,1,2,0.07313432835820897,6330,0
1,0.0,1,1,0.6944444444444444,1,2,1,2,0,2,0,2,2,0,0,1,0.872636815920398,4462,1
1,0.0,1,1,0.9444444444444444,1,2,0,0,2,0,2,0,2,2,0,1,0.5228855721393034,4099,0
1,0.0,1,0,0.6527777777777778,1,2,2,1,1,1,1,1,1,0,0,2,0.07114427860696516,268,0
0,1.0,1,0,0.9027777777777778,1,2,1,0,2,2,0,2,2,0,1,0,0.9009950248756219,5558,0
1,0.0,0,0,0.06944444444444445,1,0,1,0,0,0,0,0,0,0,1,2,0.5124378109452736,2820,1
1,0.0,1,0,0.7083333333333334,1,2,1,0,0,0,0,2,2,0,1,2,0.7601990049751244,4067,1
0,0.0,0,0,0.6388888888888888,1,2,1,0,0,0,0,2,2,0,0,0,0.7741293532338308,3733,1
0,0.0,0,0,0.125,1,2,1,0,0,0,0,0,0,0,1,2,0.5830845771144278,5281,0
0,0.0,0,0,0.1111111111111111,1,0,2,1,1,1,1,1,1,2,0,3,0.01990049751243781,1252,0
1,0.0,0,0,0.19444444444444445,1,2,2,1,1,1,1,1,1,1,1,1,0.06517412935323384,2792,0
0,0.0,0,0,0.625,1,2,1,2,2,2,2,2,2,0,1,2,0.9691542288557214,4315,0
0,0.0,0,0,0.1111111111111111,1,2,1,0,0,0,0,0,0,0,1,1,0.5606965174129352,4547,0
1,1.0,0,1,0.013888888888888888,1,0,0,0,0,2,0,0,0,0,1,3,0.31741293532338305,4226,1
1,0.0,1,1,0.9166666666666666,1,0,1,2,2,2,0,2,2,1,1,0,0.8447761194029851,5535,0
1,0.0,1,1,1.0,1,2,0,2,2,2,2,0,0,2,0,1,0.535820895522388,4248,0
0,0.0,1,0,0.5694444444444444,1,2,1,2,2,2,2,2,2,0,1,0,0.9487562189054726,3902,1
0,0.0,1,1,0.3194444444444444,1,2,2,1,1,1,1,1,1,2,0,3,0.06815920398009952,4990,0
0,0.0,0,0,0.4027777777777778,1,0,1,0,0,0,0,2,0,0,1,2,0.6034825870646767,2021,1
0,0.0,0,0,0.05555555555555555,1,2,1,2,0,0,0,0,0,0,1,2,0.6159203980099504,2774,0
1,0.0,1,1,0.08333333333333333,1,2,2,1,1,1,1,1,1,2,0,3,0.07114427860696516,956,0
0,1.0,1,0,0.9305555555555556,1,2,1,2,2,2,2,0,2,1,1,1,0.8671641791044776,5537,0
1,1.0,0,1,0.09722222222222222,1,0,0,0,0,0,0,0,0,0,1,3,0.2736318407960199,2979,0
1,0.0,1,1,0.7777777777777778,1,2,2,1,1,1,1,1,1,1,1,3,0.06169154228855721,800,0
0,0.0,1,0,1.0,1,2,2,1,1,1,1,1,1,2,0,1,0.06716417910447761,1410,0
1,0.0,1,0,1.0,1,2,0,2,2,2,0,2,2,2,1,2,0.6666666666666666,4972,0
1,0.0,1,1,0.3194444444444444,1,0,2,1,1,1,1,1,1,2,0,1,0.013432835820895536,3629,0
0,0.0,0,1,0.4861111111111111,1,2,0,0,0,0,0,0,0,0,0,3,0.31741293532338305,1142,0
1,1.0,1,0,0.375,1,0,1,0,0,0,0,0,0,0,1,2,0.5203980099502488,1548,0
0,0.0,1,1,0.3611111111111111,1,2,0,0,2,0,2,0,0,0,1,2,0.41592039800995023,1081,1
1,0.0,1,1,0.16666666666666666,1,2,2,1,1,1,1,1,1,1,0,3,0.08109452736318407,2731,0
0,0.0,0,0,0.5555555555555556,1,0,2,1,1,1,1,1,1,2,0,3,0.018905472636815905,6037,0
1,0.0,1,1,0.09722222222222222,0,1,0,2,2,2,0,2,2,0,0,3,0.4039800995024876,3936,0
1,0.0,1,1,0.9722222222222222,1,2,1,2,2,0,0,2,0,0,1,1,0.7890547263681592,5297,0
1,0.0,1,1,0.8333333333333334,1,0,2,1,1,1,1,1,1,2,0,1,0.013930348258706454,304,0
1,0.0,1,1,0.5416666666666666,0,1,0,0,0,0,0,0,0,1,1,1,0.06965174129353234,6436,0
1,0.0,1,0,1.0,1,2,1,2,2,2,2,2,2,2,0,1,0.9572139303482587,6165,0
0,0.0,0,0,0.013888888888888888,0,1,0,0,0,0,0,2,0,0,1,2,0.163681592039801,2942,1
1,0.0,1,1,0.75,1,2,0,0,2,0,2,2,0,1,1,2,0.5218905472636817,3236,0
1,0.0,0,0,0.041666666666666664,1,2,1,0,0,0,0,0,2,0,1,2,0.6671641791044776,2287,1
0,0.0,1,1,0.875,1,0,0,2,2,2,2,2,0,2,0,1,0.5701492537313433,3986,0
1,0.0,1,1,0.9861111111111112,1,2,1,0,2,0,2,0,0,2,1,2,0.6621890547263681,5021,0
0,0.0,0,0,0.5833333333333334,1,0,2,1,1,1,1,1,1,1,1,3,0.02388059701492536,6460,0
1,0.0,0,0,0.6527777777777778,1,0,2,1,1,1,1,1,1,2,0,0,0.021890547263681583,6428,0
0,0.0,1,1,0.9166666666666666,1,2,1,0,2,2,0,2,2,1,1,1,0.8378109452736319,5277,1
0,0.0,1,0,0.2916666666666667,1,2,1,2,0,2,0,2,2,0,1,0,0.8572139303482588,1831,1
1,0.0,0,0,0.1527777777777778,0,1,0,0,2,0,2,0,0,0,1,2,0.17313432835820894,3622,0
1,0.0,0,1,0.013888888888888888,1,2,1,0,0,2,0,2,2,0,1,2,0.8109452736318408,6511,1
0,1.0,1,0,0.7638888888888888,1,2,1,0,2,2,2,0,0,0,0,2,0.718407960199005,4275,0
1,0.0,0,0,0.9583333333333334,1,2,1,0,2,2,2,2,0,2,1,1,0.7900497512437812,5343,0
0,1.0,0,0,0.041666666666666664,1,0,1,0,0,2,0,0,0,0,0,2,0.553233830845771,1565,0
1,0.0,0,0,0.05555555555555555,1,0,0,0,0,2,2,2,2,0,1,2,0.5587064676616916,2587,1
1,1.0,0,0,0.4166666666666667,1,2,0,0,0,2,2,2,0,2,1,1,0.5059701492537313,1723,0
0,0.0,0,0,0.06944444444444445,1,2,1,0,0,2,2,0,0,0,1,2,0.6417910447761194,3566,0
0,0.0,1,0,0.9861111111111112,1,2,2,1,1,1,1,1,1,2,1,1,0.061194029850746255,1231,0
0,0.0,0,0,0.4027777777777778,1,2,0,0,2,0,0,0,0,1,1,2,0.3681592039800995,1088,0
1,0.0,1,0,0.7222222222222222,1,2,0,0,2,0,2,0,0,0,0,0,0.42885572139303485,2752,0
1,0.0,0,0,0.9444444444444444,1,2,0,2,2,2,0,0,2,1,0,1,0.582089552238806,4387,0
0,0.0,1,1,0.6388888888888888,1,0,2,1,1,1,1,1,1,2,0,3,0.011442786069651727,6478,0
1,0.0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,2,0,1,1,0.36318407960199006,3719,0
1,0.0,1,0,1.0,1,0,2,1,1,1,1,1,1,2,0,1,0.014427860696517405,773,0
0,0.0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,0,0,0.01641791044776118,2807,0
1,0.0,0,0,0.041666666666666664,1,0,1,0,2,2,2,2,2,0,1,2,0.8925373134328358,2762,0
0,1.0,0,0,0.027777777777777776,1,0,1,0,2,0,0,2,0,0,1,0,0.6522388059701493,1104,0
0,0.0,0,0,0.125,1,0,1,2,0,0,0,0,0,0,1,1,0.5572139303482587,5152,1
0,0.0,0,0,0.7083333333333334,0,1,0,0,2,2,0,2,2,1,1,1,0.3796019900497512,2528,0
0,0.0,1,1,0.08333333333333333,1,0,2,1,1,1,1,1,1,2,0,3,0.01840796019900499,3,0
0,0.0,1,0,0.041666666666666664,1,2,1,0,0,0,0,2,2,0,0,2,0.7626865671641792,2374,0
0,1.0,0,0,0.2361111111111111,1,2,1,0,0,0,0,2,2,0,1,2,0.7557213930348259,1065,0
1,0.0,1,0,0.4166666666666667,1,2,0,0,0,0,0,0,0,0,0,2,0.31492537313432833,818,0
1,0.0,0,0,0.4305555555555556,1,2,0,0,2,0,2,2,0,0,1,2,0.5253731343283582,1780,0
0,0.0,0,0,0.625,1,0,0,2,0,2,2,2,2,2,0,0,0.6308457711442786,3127,0
1,0.0,1,0,0.8888888888888888,1,2,1,2,2,2,0,0,0,1,0,0,0.7084577114427861,4700,0
1,0.0,0,0,0.013888888888888888,1,2,0,0,0,0,0,2,0,0,1,2,0.4139303482587065,4846,1
0,1.0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5109452736318407,5448,1
1,1.0,1,1,0.8472222222222222,1,2,1,0,2,0,0,2,2,1,0,2,0.8034825870646766,4889,0
1,0.0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.00796019900497513,1476,0
1,0.0,0,0,0.125,0,1,0,0,0,0,0,2,2,0,1,2,0.27014925373134324,3575,1
1,0.0,1,1,1.0,1,2,1,2,2,2,2,2,2,2,0,0,0.9572139303482587,6067,0
0,0.0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.012437810945273632,1484,1
0,0.0,1,0,0.09722222222222222,1,0,0,0,0,0,0,0,0,0,1,3,0.25870646766169153,2721,0
0,0.0,1,0,0.9166666666666666,1,2,1,0,2,2,2,0,0,1,1,0,0.7194029850746269,5006,0
1,0.0,1,1,0.5555555555555556,1,0,2,1,1,1,1,1,1,0,1,0,0.021393034825870634,5748,0
1,0.0,0,0,0.2222222222222222,1,2,0,0,2,2,0,0,2,0,1,0,0.5288557213930348,387,0
0,0.0,0,0,0.027777777777777776,1,0,1,0,2,0,0,2,0,0,1,0,0.6855721393034826,1382,1
1,0.0,1,0,0.9305555555555556,1,2,2,1,1,1,1,1,1,2,0,1,0.06567164179104479,1036,0
0,0.0,1,0,0.5694444444444444,1,0,1,2,2,2,0,2,2,1,1,0,0.8577114427860697,3559,0
0,0.0,1,1,0.7777777777777778,1,0,2,1,1,1,1,1,1,2,1,1,0.01542288557213931,228,0
0,0.0,0,0,1.0,1,2,1,2,2,2,2,2,2,2,1,0,0.9771144278606966,6029,0
0,0.0,1,1,0.041666666666666664,1,2,1,0,0,0,0,0,2,0,1,0,0.6616915422885572,2288,1
0,0.0,1,0,0.75,1,0,2,1,1,1,1,1,1,2,0,1,0.017910447761194038,200,0
1,1.0,0,0,0.7222222222222222,1,2,1,0,2,2,2,2,2,0,1,2,0.9203980099502488,4807,0
